2,20.94,2020-11-23 12:24:07
1,23.64,2020-11-23 12:25:07
2,21.05,2020-11-23 12:25:07
1,23.51,2020-11-23 12:26:07
2,22.36,2020-11-23 12:26:07
1,22.5,2020-11-23 12:27:07
2,20.81,2020-11-23 12:27:07
1,20.3,2020-11-23 12:28:07
2,20.94,2020-11-23 12:28:07
1,24.13,2020-11-23 12:29:07
2,24.53,2020-11-23 12:29:07
1,21.87,2020-11-23 12:30:07
2,20.01,2020-11-23 12:30:07
1,21.89,2020-11-23 12:31:07
2,24.66,2020-11-23 12:31:07
1,22.67,2020-11-23 12:32:07
2,21.08,2020-11-23 12:32:07
1,23.99,2020-11-23 12:33:07
2,22.66,2020-11-23 12:33:07
1,22.19,2020-11-23 12:34:07
2,21.82,2020-11-23 12:34:07
1,24.62,2020-11-23 12:35:07
2,25,2020-11-23 12:35:07
1,21.53,2020-11-23 12:36:07
2,24.13,2020-11-23 12:36:07
1,24.81,2020-11-23 12:37:07
2,21.85,2020-11-23 12:37:07
1,24.54,2020-11-23 12:38:07
2,24.06,2020-11-23 12:38:07
1,20.37,2020-11-23 12:39:07
2,24.49,2020-11-23 12:39:07
1,21.94,2020-11-23 12:40:07
2,21.34,2020-11-23 12:40:07
1,23.07,2020-11-23 12:41:07
2,23.11,2020-11-23 12:41:07
1,22.64,2020-11-23 12:42:07
2,20.69,2020-11-23 12:42:07
1,22.92,2020-11-23 12:43:07
2,20.44,2020-11-23 12:43:07
1,21.64,2020-11-23 12:44:07
2,22.4,2020-11-23 12:44:07
1,20.52,2020-11-23 12:45:07
2,23.16,2020-11-23 12:45:07
1,20.84,2020-11-23 12:46:07
2,24.8,2020-11-23 12:46:07
1,22.62,2020-11-23 12:47:07
2,23.52,2020-11-23 12:47:07
1,20.36,2020-11-23 12:48:07
2,20.51,2020-11-23 12:48:07
1,22.65,2020-11-23 12:49:07
2,23,2020-11-23 12:49:07
1,23.04,2020-11-23 12:50:07
2,21.95,2020-11-23 12:50:07
1,24.7,2020-11-23 12:51:07
2,22.1,2020-11-23 12:51:07
1,22.62,2020-11-23 12:52:07
2,21.15,2020-11-23 12:52:07
1,24.09,2020-11-23 12:53:07
2,20.57,2020-11-23 12:53:07
1,23.07,2020-11-23 12:54:07
2,21.56,2020-11-23 12:54:07
1,23.71,2020-11-23 12:55:07
2,22.21,2020-11-23 12:55:07
1,23.8,2020-11-23 12:56:07
2,22.41,2020-11-23 12:56:07
1,21.01,2020-11-23 12:57:07
2,22.41,2020-11-23 12:57:07
1,21.41,2020-11-23 12:58:07
2,20.31,2020-11-23 12:58:07
1,22.16,2020-11-23 12:59:07
2,23.22,2020-11-23 12:59:07
1,22.37,2020-11-23 13:00:07
2,23.85,2020-11-23 13:00:07
1,21.96,2020-11-23 13:01:07
2,22.4,2020-11-23 13:01:07
1,21.4,2020-11-23 13:02:07
2,24.26,2020-11-23 13:02:07
1,21.02,2020-11-23 13:03:07
2,20.63,2020-11-23 13:03:07
1,21.39,2020-11-23 13:04:07
2,22.22,2020-11-23 13:04:07
1,23.17,2020-11-23 13:05:07
2,24.69,2020-11-23 13:05:07
1,22.46,2020-11-23 13:06:07
2,21.84,2020-11-23 13:06:07
1,24.98,2020-11-23 13:07:07
2,23.1,2020-11-23 13:07:07
1,21.18,2020-11-23 13:08:07
2,20.47,2020-11-23 13:08:07
1,24.14,2020-11-23 13:09:07
2,21.3,2020-11-23 13:09:07
1,23.3,2020-11-23 13:10:07
2,22.68,2020-11-23 13:10:07
1,22.35,2020-11-23 13:11:07
2,21.07,2020-11-23 13:11:07
1,20.49,2020-11-23 13:12:07
2,20.42,2020-11-23 13:12:07
1,20.03,2020-11-23 13:13:07
2,20.13,2020-11-23 13:13:07
1,23.8,2020-11-23 13:14:07
2,24.63,2020-11-23 13:14:07
1,20.99,2020-11-23 13:15:07
2,24.16,2020-11-23 13:15:07
1,22.08,2020-11-23 13:16:07
2,23.17,2020-11-23 13:16:07
1,20.54,2020-11-23 13:17:07
2,22.78,2020-11-23 13:17:07
1,22.11,2020-11-23 13:18:07
2,21.47,2020-11-23 13:18:07
1,23.06,2020-11-23 13:19:07
2,24.97,2020-11-23 13:19:07
1,23.68,2020-11-23 13:20:07
2,20.21,2020-11-23 13:20:07
1,24.37,2020-11-23 13:21:07
2,22.7,2020-11-23 13:21:07
1,21.43,2020-11-23 13:22:07
2,23.67,2020-11-23 13:22:07
1,20.05,2020-11-23 13:23:07
2,20.33,2020-11-23 13:23:07
1,23.61,2020-11-23 13:24:07
2,24.96,2020-11-23 13:24:07
1,21,2020-11-23 13:25:07
2,20.73,2020-11-23 13:25:07
1,23.76,2020-11-23 13:26:07
2,24.64,2020-11-23 13:26:07
1,23.84,2020-11-23 13:27:07
2,23.04,2020-11-23 13:27:07
1,20.75,2020-11-23 13:28:07
2,20.15,2020-11-23 13:28:07
1,20.69,2020-11-23 13:29:07
2,22.05,2020-11-23 13:29:07
1,24.31,2020-11-23 13:30:07
2,24.35,2020-11-23 13:30:07
1,23.6,2020-11-23 13:31:07
2,24.9,2020-11-23 13:31:07
1,25,2020-11-23 13:32:07
2,21.19,2020-11-23 13:32:07
1,24.03,2020-11-23 13:33:07
2,21.93,2020-11-23 13:33:07
1,23.71,2020-11-23 13:34:07
2,20.03,2020-11-23 13:34:07
1,22.16,2020-11-23 13:35:07
2,20.84,2020-11-23 13:35:07
1,24.09,2020-11-23 13:36:07
2,20.39,2020-11-23 13:36:07
1,22.55,2020-11-23 13:37:07
2,23.98,2020-11-23 13:37:07
1,22.88,2020-11-23 13:38:07
2,24.42,2020-11-23 13:38:07
1,23.07,2020-11-23 13:39:07
2,23.14,2020-11-23 13:39:07
1,20.99,2020-11-23 13:40:07
2,24.31,2020-11-23 13:40:07
1,20.96,2020-11-23 13:41:07
2,22.41,2020-11-23 13:41:07
1,24.17,2020-11-23 13:42:07
2,24.39,2020-11-23 13:42:07
1,20.6,2020-11-23 13:43:07
2,22.61,2020-11-23 13:43:07
1,23.02,2020-11-23 13:44:07
2,23.6,2020-11-23 13:44:07
1,20.82,2020-11-23 13:45:07
2,20.01,2020-11-23 13:45:07
1,23.2,2020-11-23 13:46:07
2,23.53,2020-11-23 13:46:07
1,21.45,2020-11-23 13:47:07
2,20.44,2020-11-23 13:47:07
1,21.16,2020-11-23 13:48:07
2,21.71,2020-11-23 13:48:07
1,23.04,2020-11-23 13:49:07
2,20.63,2020-11-23 13:49:07
1,20.43,2020-11-23 13:50:07
2,23.11,2020-11-23 13:50:07
1,22.17,2020-11-23 13:51:07
2,21.21,2020-11-23 13:51:07
1,22.93,2020-11-23 13:52:07
2,22.9,2020-11-23 13:52:07
1,21.57,2020-11-23 13:53:07
2,22.72,2020-11-23 13:53:07
1,23.17,2020-11-23 13:54:07
2,20.8,2020-11-23 13:54:07
1,23.74,2020-11-23 13:55:07
2,23.39,2020-11-23 13:55:07
1,20.18,2020-11-23 13:56:07
2,23.14,2020-11-23 13:56:07
1,23.69,2020-11-23 13:57:07
2,21.76,2020-11-23 13:57:07
1,21.31,2020-11-23 13:58:07
2,21.37,2020-11-23 13:58:07
1,24.78,2020-11-23 13:59:07
2,21.72,2020-11-23 13:59:07
1,20,2020-11-23 14:00:07
2,23.68,2020-11-23 14:00:07
1,23.38,2020-11-23 14:01:07
2,20.58,2020-11-23 14:01:07
1,22.24,2020-11-23 14:02:07
2,21.56,2020-11-23 14:02:07
1,20.22,2020-11-23 14:03:07
2,20.92,2020-11-23 14:03:07
1,21.66,2020-11-23 14:04:07
2,21.11,2020-11-23 14:04:07
1,23.27,2020-11-23 14:05:07
2,20.94,2020-11-23 14:05:07
1,24.27,2020-11-23 14:06:07
2,24,2020-11-23 14:06:07
1,21.59,2020-11-23 14:07:07
2,23.57,2020-11-23 14:07:07
1,24.58,2020-11-23 14:08:07
2,20.89,2020-11-23 14:08:07
1,22.98,2020-11-23 14:09:07
2,23.84,2020-11-23 14:09:07
1,22.05,2020-11-23 14:10:07
2,21.57,2020-11-23 14:10:07
1,24.4,2020-11-23 14:11:07
2,20.78,2020-11-23 14:11:07
1,21,2020-11-23 14:12:07
2,22.65,2020-11-23 14:12:07
1,21.67,2020-11-23 14:13:07
2,21.81,2020-11-23 14:13:07
1,24.6,2020-11-23 14:14:07
2,22.37,2020-11-23 14:14:07
1,20.27,2020-11-23 14:15:07
2,22.62,2020-11-23 14:15:07
1,20.67,2020-11-23 14:16:07
2,21.97,2020-11-23 14:16:07
1,23.67,2020-11-23 14:17:07
2,22.28,2020-11-23 14:17:07
1,21.25,2020-11-23 14:18:07
2,24.37,2020-11-23 14:18:07
1,21.95,2020-11-23 14:19:07
2,23.03,2020-11-23 14:19:07
1,22.07,2020-11-23 14:20:07
2,24.11,2020-11-23 14:20:07
1,24.52,2020-11-23 14:21:07
2,21.47,2020-11-23 14:21:07
1,24.6,2020-11-23 14:22:07
2,21.86,2020-11-23 14:22:07
1,24.5,2020-11-23 14:23:07
2,22.24,2020-11-23 14:23:07
1,23.28,2020-11-23 14:24:07
2,20.19,2020-11-23 14:24:07
1,21.84,2020-11-23 14:25:07
2,20.6,2020-11-23 14:25:07
1,22.66,2020-11-23 14:26:07
2,22.88,2020-11-23 14:26:07
1,22.44,2020-11-23 14:27:07
2,20.56,2020-11-23 14:27:07
1,22.41,2020-11-23 14:28:07
2,22.45,2020-11-23 14:28:07
1,21.97,2020-11-23 14:29:07
2,24.93,2020-11-23 14:29:07
1,24.28,2020-11-23 14:30:07
2,21.84,2020-11-23 14:30:07
1,22.25,2020-11-23 14:31:07
2,20.63,2020-11-23 14:31:07
1,23.91,2020-11-23 14:32:07
2,20.81,2020-11-23 14:32:07
1,22.15,2020-11-23 14:33:07
2,23.97,2020-11-23 14:33:07
1,20.7,2020-11-23 14:34:07
2,24.55,2020-11-23 14:34:07
1,21.98,2020-11-23 14:35:07
2,22.49,2020-11-23 14:35:07
1,24.23,2020-11-23 14:36:07
2,22.95,2020-11-23 14:36:07
1,22.79,2020-11-23 14:37:07
2,20.98,2020-11-23 14:37:07
1,21.8,2020-11-23 14:38:07
2,23.77,2020-11-23 14:38:07
1,20.75,2020-11-23 14:39:07
2,23.25,2020-11-23 14:39:07
1,21.38,2020-11-23 14:40:07
2,20.43,2020-11-23 14:40:07
1,24.43,2020-11-23 14:41:07
2,21.89,2020-11-23 14:41:07
1,21.32,2020-11-23 14:42:07
2,24.74,2020-11-23 14:42:07
1,21.02,2020-11-23 14:43:07
2,20.86,2020-11-23 14:43:07
1,23.49,2020-11-23 14:44:07
2,23.01,2020-11-23 14:44:07
1,21.24,2020-11-23 14:45:07
2,24.84,2020-11-23 14:45:07
1,20.75,2020-11-23 14:46:07
2,24.29,2020-11-23 14:46:07
1,24.25,2020-11-23 14:47:07
2,21,2020-11-23 14:47:07
1,21.64,2020-11-23 14:48:07
2,22.51,2020-11-23 14:48:07
1,20.93,2020-11-23 14:49:07
2,20.78,2020-11-23 14:49:07
1,20.55,2020-11-23 14:50:07
2,21.55,2020-11-23 14:50:07
1,23.35,2020-11-23 14:51:07
2,22.34,2020-11-23 14:51:07
1,21.58,2020-11-23 14:52:07
2,22.52,2020-11-23 14:52:07
1,23.95,2020-11-23 14:53:07
2,24.28,2020-11-23 14:53:07
1,21.25,2020-11-23 14:54:07
2,22.99,2020-11-23 14:54:07
1,21.2,2020-11-23 14:55:07
2,21.67,2020-11-23 14:55:07
1,24.04,2020-11-23 14:56:07
2,23.95,2020-11-23 14:56:07
1,21.92,2020-11-23 14:57:07
2,22.43,2020-11-23 14:57:07
1,22.77,2020-11-23 14:58:07
2,24.08,2020-11-23 14:58:07
1,20.42,2020-11-23 14:59:07
2,24.92,2020-11-23 14:59:07
1,22,2020-11-23 15:00:07
2,21.22,2020-11-23 15:00:07
1,20.29,2020-11-23 15:01:07
2,20.78,2020-11-23 15:01:07
1,20.46,2020-11-23 15:02:07
2,23.52,2020-11-23 15:02:07
1,24.67,2020-11-23 15:03:07
2,23.68,2020-11-23 15:03:07
1,23.09,2020-11-23 15:04:07
2,20.94,2020-11-23 15:04:07
1,23.66,2020-11-23 15:05:07
2,21.28,2020-11-23 15:05:07
1,24.71,2020-11-23 15:06:07
2,20.42,2020-11-23 15:06:07
1,24.88,2020-11-23 15:07:07
2,20.29,2020-11-23 15:07:07
1,22.06,2020-11-23 15:08:07
2,23.78,2020-11-23 15:08:07
1,22.13,2020-11-23 15:09:07
2,22.53,2020-11-23 15:09:07
1,22.71,2020-11-23 15:10:07
2,24.22,2020-11-23 15:10:07
1,23.89,2020-11-23 15:11:07
2,21.29,2020-11-23 15:11:07
1,24.22,2020-11-23 15:12:07
2,20.26,2020-11-23 15:12:07
1,21.52,2020-11-23 15:13:07
2,24.66,2020-11-23 15:13:07
1,22.57,2020-11-23 15:14:07
2,24.09,2020-11-23 15:14:07
1,23,2020-11-23 15:15:07
2,20.25,2020-11-23 15:15:07
1,21.74,2020-11-23 15:16:07
2,24.38,2020-11-23 15:16:07
1,20.86,2020-11-23 15:17:07
2,21.4,2020-11-23 15:17:07
1,22.35,2020-11-23 15:18:07
2,21.18,2020-11-23 15:18:07
1,20.7,2020-11-23 15:19:07
2,22.52,2020-11-23 15:19:07
1,22.11,2020-11-23 15:20:07
2,21.01,2020-11-23 15:20:07
1,24.53,2020-11-23 15:21:07
2,20.62,2020-11-23 15:21:07
1,22.61,2020-11-23 15:22:07
2,22.58,2020-11-23 15:22:07
1,22.96,2020-11-23 15:23:07
2,20.79,2020-11-23 15:23:07
1,24.29,2020-11-23 15:24:07
2,23.66,2020-11-23 15:24:07
1,23.81,2020-11-23 15:25:07
2,24.65,2020-11-23 15:25:07
1,24.08,2020-11-23 15:26:07
2,24.35,2020-11-23 15:26:07
1,21.97,2020-11-23 15:27:07
2,21.95,2020-11-23 15:27:07
1,22.07,2020-11-23 15:28:07
2,22.15,2020-11-23 15:28:07
1,22.31,2020-11-23 15:29:07
2,21.9,2020-11-23 15:29:07
1,21.67,2020-11-23 15:30:07
2,20.09,2020-11-23 15:30:07
1,24.45,2020-11-23 15:31:07
2,21.89,2020-11-23 15:31:07
1,20.61,2020-11-23 15:32:07
2,21.41,2020-11-23 15:32:07
1,24.9,2020-11-23 15:33:07
2,24.99,2020-11-23 15:33:07
1,23.06,2020-11-23 15:34:07
2,23.85,2020-11-23 15:34:07
1,20.29,2020-11-23 15:35:07
2,20.69,2020-11-23 15:35:07
1,24.01,2020-11-23 15:36:07
2,23.43,2020-11-23 15:36:07
1,22.55,2020-11-23 15:37:07
2,20.3,2020-11-23 15:37:07
1,21.92,2020-11-23 15:38:07
2,23.94,2020-11-23 15:38:07
1,21.5,2020-11-23 15:39:07
2,22.65,2020-11-23 15:39:07
1,24.53,2020-11-23 15:40:07
2,22.26,2020-11-23 15:40:07
1,24.29,2020-11-23 15:41:07
2,21.93,2020-11-23 15:41:07
1,24.99,2020-11-23 15:42:07
2,21.52,2020-11-23 15:42:07
1,20.1,2020-11-23 15:43:07
2,23.69,2020-11-23 15:43:07
1,20.93,2020-11-23 15:44:07
2,21.12,2020-11-23 15:44:07
1,20.12,2020-11-23 15:45:07
2,24.06,2020-11-23 15:45:07
1,22.06,2020-11-23 15:46:07
2,23.53,2020-11-23 15:46:07
1,24.6,2020-11-23 15:47:07
2,22.24,2020-11-23 15:47:07
1,20.34,2020-11-23 15:48:07
2,20.55,2020-11-23 15:48:07
1,20.45,2020-11-23 15:49:07
2,23.79,2020-11-23 15:49:07
1,20.85,2020-11-23 15:50:07
2,20.48,2020-11-23 15:50:07
1,20.75,2020-11-23 15:51:07
2,24.15,2020-11-23 15:51:07
1,20.42,2020-11-23 15:52:07
2,20.59,2020-11-23 15:52:07
1,21.64,2020-11-23 15:53:07
2,20.07,2020-11-23 15:53:07
1,24.85,2020-11-23 15:54:07
2,23.73,2020-11-23 15:54:07
1,20.02,2020-11-23 15:55:07
2,23.33,2020-11-23 15:55:07
1,24.63,2020-11-23 15:56:07
2,22.79,2020-11-23 15:56:07
1,21.25,2020-11-23 15:57:07
2,22.99,2020-11-23 15:57:07
1,22.62,2020-11-23 15:58:07
2,22.69,2020-11-23 15:58:07
1,23.77,2020-11-23 15:59:07
2,22.26,2020-11-23 15:59:07
1,21.88,2020-11-23 16:00:07
2,23.94,2020-11-23 16:00:07
1,24.85,2020-11-23 16:01:07
2,21.06,2020-11-23 16:01:07
1,24.99,2020-11-23 16:02:07
2,21.55,2020-11-23 16:02:07
1,20.42,2020-11-23 16:03:07
2,22.24,2020-11-23 16:03:07
1,20.79,2020-11-23 16:04:07
2,21.19,2020-11-23 16:04:07
1,24.56,2020-11-23 16:05:07
2,21.73,2020-11-23 16:05:07
1,22.95,2020-11-23 16:06:07
2,24.44,2020-11-23 16:06:07
1,20.09,2020-11-23 16:07:07
2,22.78,2020-11-23 16:07:07
1,22.31,2020-11-23 16:08:07
2,23.7,2020-11-23 16:08:07
1,21,2020-11-23 16:09:07
2,23.26,2020-11-23 16:09:07
1,20.04,2020-11-23 16:10:07
2,21.71,2020-11-23 16:10:07
1,21.04,2020-11-23 16:11:07
2,23.81,2020-11-23 16:11:07
1,24.3,2020-11-23 16:12:07
2,20.3,2020-11-23 16:12:07
1,22.91,2020-11-23 16:13:07
2,24.32,2020-11-23 16:13:07
1,24.21,2020-11-23 16:14:07
2,20.69,2020-11-23 16:14:07
1,22.78,2020-11-23 16:15:07
2,24.58,2020-11-23 16:15:07
1,23.7,2020-11-23 16:16:07
2,22.52,2020-11-23 16:16:07
1,21.08,2020-11-23 16:17:07
2,22.45,2020-11-23 16:17:07
1,23.25,2020-11-23 16:18:07
2,23.31,2020-11-23 16:18:07
1,24.58,2020-11-23 16:19:07
2,21.88,2020-11-23 16:19:07
1,21.68,2020-11-23 16:20:07
2,24.84,2020-11-23 16:20:07
1,23.91,2020-11-23 16:21:07
2,20.52,2020-11-23 16:21:07
1,21.56,2020-11-23 16:22:07
2,22.61,2020-11-23 16:22:07
1,24.07,2020-11-23 16:23:07
2,22.25,2020-11-23 16:23:07
1,20.33,2020-11-23 16:24:07
2,21.62,2020-11-23 16:24:07
1,23.41,2020-11-23 16:25:07
2,22.56,2020-11-23 16:25:07
1,22.79,2020-11-23 16:26:07
2,20.78,2020-11-23 16:26:07
1,21.83,2020-11-23 16:27:07
2,23.48,2020-11-23 16:27:07
1,23.09,2020-11-23 16:28:07
2,22.62,2020-11-23 16:28:07
1,24.69,2020-11-23 16:29:07
2,24.98,2020-11-23 16:29:07
1,20.05,2020-11-23 16:30:07
2,23.09,2020-11-23 16:30:07
1,22.65,2020-11-23 16:31:07
2,20.91,2020-11-23 16:31:07
1,21.41,2020-11-23 16:32:07
2,21.05,2020-11-23 16:32:07
1,23.83,2020-11-23 16:33:07
2,22.61,2020-11-23 16:33:07
1,21.31,2020-11-23 16:34:07
2,23.73,2020-11-23 16:34:07
1,21.58,2020-11-23 16:35:07
2,21.76,2020-11-23 16:35:07
1,24.79,2020-11-23 16:36:07
2,22.85,2020-11-23 16:36:07
1,24.91,2020-11-23 16:37:07
2,24.78,2020-11-23 16:37:07
1,20.56,2020-11-23 16:38:07
2,22.71,2020-11-23 16:38:07
1,22.37,2020-11-23 16:39:07
2,21.73,2020-11-23 16:39:07
1,23.51,2020-11-23 16:40:07
2,24.53,2020-11-23 16:40:07
1,23.37,2020-11-23 16:41:07
2,22.53,2020-11-23 16:41:07
1,20.04,2020-11-23 16:42:07
2,20.02,2020-11-23 16:42:07
1,21.07,2020-11-23 16:43:07
2,20.41,2020-11-23 16:43:07
1,23.41,2020-11-23 16:44:07
2,20.37,2020-11-23 16:44:07
1,22.05,2020-11-23 16:45:07
2,20.06,2020-11-23 16:45:07
1,24.37,2020-11-23 16:46:07
2,22.09,2020-11-23 16:46:07
1,24.91,2020-11-23 16:47:07
2,22.22,2020-11-23 16:47:07
1,24.34,2020-11-23 16:48:07
2,24.71,2020-11-23 16:48:07
1,22.06,2020-11-23 16:49:07
2,23.27,2020-11-23 16:49:07
1,23.45,2020-11-23 16:50:07
2,24.64,2020-11-23 16:50:07
1,22.72,2020-11-23 16:51:07
2,22.77,2020-11-23 16:51:07
1,24.78,2020-11-23 16:52:07
2,23.93,2020-11-23 16:52:07
1,22.8,2020-11-23 16:53:07
2,22.19,2020-11-23 16:53:07
1,23.02,2020-11-23 16:54:07
2,23.19,2020-11-23 16:54:07
1,20.28,2020-11-23 16:55:07
2,21.37,2020-11-23 16:55:07
1,21.9,2020-11-23 16:56:07
2,22.93,2020-11-23 16:56:07
1,20.11,2020-11-23 16:57:07
2,21.9,2020-11-23 16:57:07
1,23.6,2020-11-23 16:58:07
2,22.7,2020-11-23 16:58:07
1,21.35,2020-11-23 16:59:07
2,20.12,2020-11-23 16:59:07
1,25,2020-11-23 17:00:07
2,23.72,2020-11-23 17:00:07
1,22.56,2020-11-23 17:01:07
2,21.68,2020-11-23 17:01:07
1,22.28,2020-11-23 17:02:07
2,23.33,2020-11-23 17:02:07
1,23.25,2020-11-23 17:03:07
2,23.27,2020-11-23 17:03:07
1,22.76,2020-11-23 17:04:07
2,20.51,2020-11-23 17:04:07
1,22.44,2020-11-23 17:05:07
2,22.95,2020-11-23 17:05:07
1,23.09,2020-11-23 17:06:07
2,22.05,2020-11-23 17:06:07
1,20.7,2020-11-23 17:07:07
2,24.25,2020-11-23 17:07:07
1,23.84,2020-11-23 17:08:07
2,22.81,2020-11-23 17:08:07
1,23.1,2020-11-23 17:09:07
2,21.69,2020-11-23 17:09:07
1,22.95,2020-11-23 17:10:07
2,21.83,2020-11-23 17:10:07
1,23.35,2020-11-23 17:11:07
2,23.53,2020-11-23 17:11:07
1,22.43,2020-11-23 17:12:07
2,23.26,2020-11-23 17:12:07
1,24.03,2020-11-23 17:13:07
2,20.88,2020-11-23 17:13:07
1,23.89,2020-11-23 17:14:07
2,24.55,2020-11-23 17:14:07
1,24.9,2020-11-23 17:15:07
2,22.62,2020-11-23 17:15:07
1,22.37,2020-11-23 17:16:07
2,23.07,2020-11-23 17:16:07
1,24.75,2020-11-23 17:17:07
2,20.68,2020-11-23 17:17:07
1,21.19,2020-11-23 17:18:07
2,23.3,2020-11-23 17:18:07
1,20.7,2020-11-23 17:19:07
2,20.9,2020-11-23 17:19:07
1,20.43,2020-11-23 17:20:07
2,20.89,2020-11-23 17:20:07
1,20.35,2020-11-23 17:21:07
2,22.3,2020-11-23 17:21:07
1,21,2020-11-23 17:22:07
2,22.29,2020-11-23 17:22:07
1,20.66,2020-11-23 17:23:07
2,21.08,2020-11-23 17:23:07
1,22.29,2020-11-23 17:24:07
2,22.95,2020-11-23 17:24:07
1,23.71,2020-11-23 17:25:07
2,20.72,2020-11-23 17:25:07
1,20.97,2020-11-23 17:26:07
2,21.21,2020-11-23 17:26:07
1,24.8,2020-11-23 17:27:07
2,23.26,2020-11-23 17:27:07
1,21.44,2020-11-23 17:28:07
2,24.14,2020-11-23 17:28:07
1,23.83,2020-11-23 17:29:07
2,24.47,2020-11-23 17:29:07
1,22.62,2020-11-23 17:30:07
2,22.39,2020-11-23 17:30:07
1,23.27,2020-11-23 17:31:07
2,22.09,2020-11-23 17:31:07
1,22.45,2020-11-23 17:32:07
2,24.88,2020-11-23 17:32:07
1,21.77,2020-11-23 17:33:07
2,22.76,2020-11-23 17:33:07
1,23.58,2020-11-23 17:34:07
2,21.76,2020-11-23 17:34:07
1,24.38,2020-11-23 17:35:07
2,23.79,2020-11-23 17:35:07
1,25,2020-11-23 17:36:07
2,23.84,2020-11-23 17:36:07
1,22.68,2020-11-23 17:37:07
2,20.22,2020-11-23 17:37:07
1,21.8,2020-11-23 17:38:07
2,21.95,2020-11-23 17:38:07
1,22.46,2020-11-23 17:39:07
2,24.53,2020-11-23 17:39:07
1,23.2,2020-11-23 17:40:07
2,22.37,2020-11-23 17:40:07
1,23.68,2020-11-23 17:41:07
2,24.11,2020-11-23 17:41:07
1,21.75,2020-11-23 17:42:07
2,20.5,2020-11-23 17:42:07
1,21.5,2020-11-23 17:43:07
2,20.66,2020-11-23 17:43:07
1,23.88,2020-11-23 17:44:07
2,23.22,2020-11-23 17:44:07
